ID,AssistsTotal,BlocksTotal,DefensiveReboundsTotal,DoubleDoubles,Efficiency,FieldGoals2PointsAttemptedTotal,FieldGoals2PointsMadeTotal,FieldGoals3PointsAttemptedTotal,FieldGoals3PointsMadeTotal,FreeThrowsAttemptedTotal,FreeThrowsMadeTotal,GamesPlayedTotal,LastName,MinutesTotal,OffensiveReboundsTotal,OfficialName,PersonalFoulsTotal,PlayerId,PlayerLink,PlusMinus,PointsTotal,Position,SecondsTotal,ShirtNumber,StealsTotal,TripleDoubles,TurnOversTotal,Country,FullName
0,45,3,48,1,130.0,30,20,38,10,16,14,8,Ingles,271,1,Joe Ingles (AUS),18,152139,/basketballworldcup/2019/player/Joe-Ingles,39,84,Small Forward,16261,N/A,13,0,24,AUS,Joe Ingles
1,50,0,25,0,91.0,30,9,39,14,15,11,8,Dellavedova,244,10,Matthew Dellavedova (AUS),17,173478,/basketballworldcup/2019/player/Matthew-Dellavedova,48,71,Guard,14670,N/A,5,0,20,AUS,Matthew Dellavedova
2,31,2,11,0,144.0,66,38,57,23,43,37,8,Mills,271,7,Patty Mills (AUS),13,156215,/basketballworldcup/2019/player/Patty-Mills,57,182,Guard,16272,N/A,7,0,28,AUS,Patty Mills
3,14,4,32,1,119.0,41,24,21,11,11,10,8,Baynes,170,12,Aron Baynes (AUS),18,151328,/basketballworldcup/2019/player/Aron-Baynes,35,91,Forward,10210,N/A,3,0,9,AUS,Aron Baynes
4,19,6,36,0,106.0,47,31,2,0,6,2,8,Bogut,143,12,Andrew Bogut (AUS),24,143395,/basketballworldcup/2019/player/Andrew-Bogut,10,64,Center,8582,N/A,4,0,13,AUS,Andrew Bogut
5,6,2,23,0,52.0,24,13,15,7,6,3,8,Landale,147,4,Jock  Landale (AUS),14,203105,/basketballworldcup/2019/player/Jock-Landale,6,50,Center,8867,N/A,2,0,13,AUS,Jock  Landale
6,5,0,9,0,36.0,12,6,37,12,11,10,8,Goulding,142,0,Chris Goulding (AUS),20,159593,/basketballworldcup/2019/player/Chris-Goulding,0,58,Shooting Guard,8541,N/A,3,0,7,AUS,Chris Goulding
7,4,1,13,0,34.0,13,7,2,0,14,8,8,Creek,91,8,Mitch Creek (AUS),13,188250,/basketballworldcup/2019/player/Mitch-Creek,-4,22,Small Forward,5498,N/A,2,0,2,AUS,Mitch Creek
8,8,0,19,1,84.0,42,25,6,1,10,10,8,Kay,161,21,Nic Kay (AUS),6,209340,/basketballworldcup/2019/player/Nic-Kay,19,63,Power Forward,9718,N/A,0,0,5,AUS,Nic Kay
9,9,0,5,0,25.0,9,6,13,5,0,0,5,Abdeen,75,1,Mahmoud Abdeen (JOR),10,182457,/basketballworldcup/2019/player/Mahmoud-Abdeen,-58,27,Point Guard,4530,N/A,3,0,9,JOR,Mahmoud Abdeen
10,0,1,1,0,11.0,6,4,3,1,2,2,4,Abu Hawwas,22,1,Amin Abu Hawwas (JOR),2,224338,/basketballworldcup/2019/player/Amin-Abu-Hawwas,-28,13,Shooting Guard,1376,N/A,1,0,2,JOR,Amin Abu Hawwas
11,4,1,10,0,26.0,5,3,13,4,2,1,5,Alhamarsheh,100,3,Ahmad Alhamarsheh (JOR),9,192692,/basketballworldcup/2019/player/Ahmad-Alhamarsheh,-37,19,Small Forward,6051,N/A,2,0,1,JOR,Ahmad Alhamarsheh
12,1,0,3,0,6.0,12,3,0,0,4,1,5,AbuWazaneh,60,7,Yousef AbuWazaneh (JOR),7,220590,/basketballworldcup/2019/player/Yousef-AbuWazaneh,-42,7,Center,3606,N/A,3,0,3,JOR,Yousef AbuWazaneh
13,3,1,4,0,12.0,17,5,0,0,5,4,4,Hussein,44,5,Mohammad Hussein (JOR),8,169001,/basketballworldcup/2019/player/Mohammad-Hussein,-22,14,Center,2684,N/A,4,0,6,JOR,Mohammad Hussein
14,8,0,16,0,20.0,30,12,10,2,5,1,5,Abbas,122,9,Zaid Abbas (JOR),17,161534,/basketballworldcup/2019/player/Zaid-Abbas,-93,31,Power Forward,7349,N/A,1,0,15,JOR,Zaid Abbas
15,6,0,6,0,23.0,11,5,15,6,0,0,5,Alawadi,99,2,Mousa Alawadi (JOR),7,161535,/basketballworldcup/2019/player/Mousa-Alawadi,-57,28,Shooting Guard,5956,N/A,3,0,7,JOR,Mousa Alawadi
16,1,0,2,0,4.0,1,1,5,1,0,0,5,Al-Dasuqi,54,0,Jordan Al-Dasuqi (JOR),4,237257,/basketballworldcup/2019/player/Jordan-Al-Dasuqi,-22,5,Point Guard,3267,N/A,1,0,1,JOR,Jordan Al-Dasuqi
17,6,1,18,0,71.0,43,26,0,0,20,13,4,Al Dwairi,121,11,Ahmad Al Dwairi (JOR),8,176886,/basketballworldcup/2019/player/Ahmad-Al-Dwairi,-101,65,Center,7292,N/A,2,0,8,JOR,Ahmad Al Dwairi
18,6,1,22,1,76.0,50,25,28,7,39,34,5,Tucker,165,2,Dar Tucker (JOR),7,192186,/basketballworldcup/2019/player/Dar-Tucker,-101,105,Shooting Guard,9900,N/A,6,0,15,JOR,Dar Tucker
19,17,1,12,0,31.0,21,7,14,6,6,4,5,Ibrahim,120,0,Freddy Ibrahim (JOR),8,273030,/basketballworldcup/2019/player/Freddy-Ibrahim,-74,36,Guard,7208,N/A,3,0,14,JOR,Freddy Ibrahim
20,43,2,24,0,98.0,27,17,22,7,2,1,8,Jovic,199,7,Stefan Jovic (SRB),21,156597,/basketballworldcup/2019/player/Stefan-Jovic,133,56,Point Guard,11981,N/A,8,0,16,SRB,Stefan Jovic
21,26,0,12,0,57.0,22,13,15,3,10,10,8,Micic,149,2,Vasilije Micic (SRB),14,181243,/basketballworldcup/2019/player/Vasilije-Micic,29,45,Point Guard,8984,N/A,7,0,14,SRB,Vasilije Micic
22,35,2,25,1,197.0,42,25,66,35,35,28,8,Bogdanovic,224,8,Bogdan Bogdanovic (SRB),10,182399,/basketballworldcup/2019/player/Bogdan-Bogdanovic,100,183,Shooting Guard,13441,N/A,10,0,11,SRB,Bogdan Bogdanovic
23,8,1,6,0,35.0,9,5,20,7,10,8,7,Guduric,104,2,Marko Guduric (SRB),6,190724,/basketballworldcup/2019/player/Marko-Guduric,35,39,Shooting Guard,6279,N/A,5,0,7,SRB,Marko Guduric
24,7,2,17,0,73.0,20,12,14,4,24,21,8,Lucic,173,7,Vladimir Lucic (SRB),22,171039,/basketballworldcup/2019/player/Vladimir-Lucic,66,57,Forward,10418,N/A,6,0,2,SRB,Vladimir Lucic
25,2,1,10,0,28.0,10,6,11,4,0,0,8,Simonovic,105,3,Marko Simonovic (SRB),11,143948,/basketballworldcup/2019/player/Marko-Simonovic1,70,24,Small Forward,6352,N/A,3,0,4,SRB,Marko Simonovic
26,19,4,21,0,93.0,28,12,28,12,18,15,7,Bjelica,149,12,Nemanja Bjelica (SRB),13,159925,/basketballworldcup/2019/player/Nemanja-Bjelica,43,75,Forward,8970,N/A,6,0,9,SRB,Nemanja Bjelica
27,3,1,15,0,35.0,9,5,13,5,8,4,6,Bircevic,52,2,Stefan Bircevic (SRB),9,174195,/basketballworldcup/2019/player/Stefan-Bircevic,46,29,Power Forward,3131,N/A,3,0,2,SRB,Stefan Bircevic
28,38,4,47,2,152.0,40,30,10,4,25,20,8,Jokic,181,13,Nikola Jokic (SRB),18,203055,/basketballworldcup/2019/player/Nikola-Jokic,101,92,Power Forward,10871,N/A,2,0,23,SRB,Nikola Jokic
29,11,2,12,0,51.0,24,11,0,0,23,21,7,Raduljica,66,3,Miroslav Raduljica (SRB),15,146465,/basketballworldcup/2019/player/Miroslav-Raduljica,37,43,Center,3999,N/A,5,0,10,SRB,Miroslav Raduljica
30,6,1,13,0,68.0,27,21,0,0,20,14,8,Milutinov,114,5,Nikola Milutinov (SRB),9,183465,/basketballworldcup/2019/player/Nikola-Milutinov,47,56,Center,6882,N/A,1,0,2,SRB,Nikola Milutinov
31,5,3,12,1,61.0,28,22,1,0,15,10,8,Marjanovic,78,8,Boban Marjanovic (SRB),12,146455,/basketballworldcup/2019/player/Boban-Marjanovic,68,54,Center,4692,N/A,1,0,10,SRB,Boban Marjanovic
32,19,0,5,0,32.0,31,10,19,7,1,1,5,Diabate,129,4,Souleyman Diabate (CIV),5,158183,/basketballworldcup/2019/player/Souleyman-Diabate,-50,42,Point Guard,7759,N/A,5,0,10,CIV,Souleyman Diabate
33,4,0,7,0,26.0,29,12,3,0,5,3,4,Kone,73,9,Mohamed Kone (CIV),6,158052,/basketballworldcup/2019/player/Mohamed-Kone,-33,27,Center,4422,N/A,3,0,2,CIV,Mohamed Kone
34,2,0,3,0,22.0,11,6,9,4,10,6,5,Bamba,78,4,Tiegbe Bamba (CIV),9,220410,/basketballworldcup/2019/player/Tiegbe-Bamba,-48,30,Forward,4712,N/A,1,0,4,CIV,Tiegbe Bamba
35,12,3,9,0,11.0,13,3,10,1,9,7,5,Fofana,110,4,Vafessa Fofana (CIV),13,194839,/basketballworldcup/2019/player/Vafessa-Fofana,-23,16,Forward,6610,N/A,6,0,18,CIV,Vafessa Fofana
36,12,0,13,0,31.0,16,5,10,3,4,3,5,Pamba,95,5,Bryan Pamba (CIV),6,169486,/basketballworldcup/2019/player/Bryan-Pamba,-17,22,Point Guard,5719,N/A,5,0,7,CIV,Bryan Pamba
37,7,0,9,0,54.0,35,17,21,8,11,9,5,Abouo,132,7,Charles Abouo (CIV),7,161515,/basketballworldcup/2019/player/Charles-Abouo,-41,67,Shooting Guard,7963,N/A,5,0,8,CIV,Charles Abouo
38,9,0,12,0,20.0,20,6,18,5,9,6,5,Edi,126,4,Guy Landry Edi (CIV),6,154987,/basketballworldcup/2019/player/Guy-Landry-Edi,-66,33,Shooting Guard,7566,N/A,1,0,9,CIV,Guy Landry Edi
39,4,0,10,0,19.0,11,5,0,0,1,0,5,Zerbo,53,3,Frejus Zerbo (CIV),13,170757,/basketballworldcup/2019/player/Frejus-Zerbo,-13,10,Center,3182,N/A,3,0,4,CIV,Frejus Zerbo
40,8,3,22,0,72.0,38,17,17,8,10,8,5,Thompson,153,11,Deon Thompson (CIV),8,159897,/basketballworldcup/2019/player/Deon-Thompson,-72,66,Power Forward,9215,N/A,5,0,11,CIV,Deon Thompson
41,12,1,25,0,108.0,36,21,27,9,27,24,8,Barnes,212,12,Harrison Barnes (USA),13,218645,/basketballworldcup/2019/player/Harrison-Barnes,64,93,Forward,12741,N/A,10,0,9,USA,Harrison Barnes
42,6,1,5,0,30.0,11,7,10,3,15,9,5,Smart,88,2,Marcus Smart (USA),9,195962,/basketballworldcup/2019/player/Marcus-Smart,16,32,Shooting Guard,5334,N/A,4,0,3,USA,Marcus Smart
43,19,0,29,0,97.0,36,18,28,10,14,13,8,Middleton,158,10,Khris Middleton (USA),17,272211,/basketballworldcup/2019/player/Khris-Middleton,77,79,Small Forward,9486,N/A,5,0,8,USA,Khris Middleton
44,11,2,23,0,73.0,41,20,17,6,11,5,8,Brown,160,11,Jaylen Brown (USA),14,210254,/basketballworldcup/2019/player/Jaylen-Brown,46,63,Small Forward,9623,N/A,5,0,4,USA,Jaylen Brown
45,40,3,27,1,134.0,46,24,42,17,8,6,8,Mitchell,217,7,Donovan Mitchell (USA),16,272216,/basketballworldcup/2019/player/Donovan-Mitchell,96,105,Guard,13035,N/A,9,0,8,USA,Donovan Mitchell
46,20,0,8,0,52.0,29,17,12,2,9,7,8,White,124,2,Derrick White (USA),14,257426,/basketballworldcup/2019/player/Derrick-White,10,47,Guard,7455,N/A,10,0,11,USA,Derrick White
47,2,1,11,0,15.0,9,3,0,0,3,2,6,Plumlee,47,5,Mason Plumlee (USA),1,167428,/basketballworldcup/2019/player/Mason-Plumlee,22,8,Center,2834,N/A,0,0,5,USA,Mason Plumlee
48,10,0,22,0,78.0,19,10,26,13,6,5,8,Harris,169,9,Joe Harris (USA),21,272804,/basketballworldcup/2019/player/Joe-Harris,45,64,Shooting Guard,10189,N/A,4,0,8,USA,Joe Harris
49,38,2,16,0,112.0,35,21,39,15,20,14,7,Walker,177,5,Kemba Walker (USA),16,167434,/basketballworldcup/2019/player/Kemba-Walker,79,101,Point Guard,10677,N/A,6,0,12,USA,Kemba Walker
50,2,5,10,0,12.0,8,3,19,3,5,3,7,Lopez,66,3,Brook Lopez (USA),4,183425,/basketballworldcup/2019/player/Brook-Lopez,-20,18,Center,3964,N/A,0,0,3,USA,Brook Lopez
51,0,14,41,0,92.0,43,22,10,3,13,8,8,Turner,154,13,Myles Turner (USA),18,210274,/basketballworldcup/2019/player/Myles-Turner,68,61,Center,9242,N/A,5,0,9,USA,Myles Turner
52,4,0,2,0,11.0,6,2,5,2,8,5,4,Kajami-Keane,25,1,Kaza Kajami-Keane (CAN),2,196171,/basketballworldcup/2019/player/Kaza-Kajami-Keane,1,15,Guard,1529,N/A,2,0,3,CAN,Kaza Kajami-Keane
53,10,2,21,0,66.0,16,10,14,4,11,10,5,Ejim,122,6,Melvin Ejim (CAN),14,195415,/basketballworldcup/2019/player/Melvin-Ejim,43,42,Forward,7343,N/A,10,0,8,CAN,Melvin Ejim
54,2,0,4,0,21.0,5,2,18,7,3,3,5,Heslip,61,1,Brady Heslip (CAN),6,192141,/basketballworldcup/2019/player/Brady-Heslip,18,28,Shooting Guard,3663,N/A,0,0,0,CAN,Brady Heslip
55,24,0,13,0,79.0,45,21,18,8,10,9,5,Joseph,131,4,Cory Joseph (CAN),13,161309,/basketballworldcup/2019/player/Cory-Joseph,25,75,Point Guard,7902,N/A,7,0,9,CAN,Cory Joseph
56,8,7,15,0,89.0,34,22,4,0,20,14,5,Birch,125,20,Khem Birch (CAN),9,182027,/basketballworldcup/2019/player/Khem-Birch,26,58,Center,7504,N/A,10,0,7,CAN,Khem Birch
57,5,1,15,0,29.0,10,5,5,0,13,9,5,Klassen,68,8,Owen Klassen (CAN),17,173908,/basketballworldcup/2019/player/Owen-Klassen,-2,19,Center,4092,N/A,0,0,5,CAN,Owen Klassen
58,26,0,7,0,46.0,23,9,23,7,3,2,5,Pangos,127,2,Kevin Pangos (CAN),11,173524,/basketballworldcup/2019/player/Kevin-Pangos,25,41,Point Guard,7636,N/A,6,0,5,CAN,Kevin Pangos
59,1,2,5,0,22.0,8,3,9,5,4,4,4,Morgan,44,4,Conor Morgan (CAN),9,196174,/basketballworldcup/2019/player/Conor-Morgan,7,25,Forward,2662,N/A,2,0,8,CAN,Conor Morgan
60,7,0,5,0,20.0,7,2,6,3,5,3,5,Scrubb,43,3,Thomas Scrubb (CAN),7,217863,/basketballworldcup/2019/player/Thomas-Scrubb,10,16,Forward,2612,N/A,0,0,1,CAN,Thomas Scrubb
61,5,0,10,0,69.0,21,13,36,15,13,11,5,Wiltjer,116,5,Kyle Wiltjer (CAN),6,181787,/basketballworldcup/2019/player/Kyle-Wiltjer,20,82,Center,6996,N/A,3,0,5,CAN,Kyle Wiltjer
62,9,0,8,0,30.0,14,5,15,6,2,2,5,Scrubb,85,3,Phil Scrubb (CAN),4,181851,/basketballworldcup/2019/player/Phil-Scrubb,-29,30,Guard,5145,N/A,2,0,4,CAN,Phil Scrubb
63,12,0,2,0,18.0,6,3,6,2,2,2,5,Nembhard,48,0,Andrew Nembhard (CAN),6,216664,/basketballworldcup/2019/player/Andrew-Nembhard,16,14,Point Guard,2916,N/A,1,0,4,CAN,Andrew Nembhard
64,5,1,12,0,40.0,11,2,19,8,13,12,5,Benzing,99,3,Robin Benzing (GER),7,151602,/basketballworldcup/2019/player/Robin-Benzing,51,40,Small Forward,5980,N/A,3,0,3,GER,Robin Benzing
65,1,0,0,0,-3.0,4,1,1,0,0,0,5,Giffey,21,1,Niels Giffey (GER),3,155956,/basketballworldcup/2019/player/Niels-Giffey,-18,2,Small Forward,1278,N/A,0,0,3,GER,Niels Giffey
66,3,9,9,0,62.0,23,16,18,5,9,9,5,Kleber,116,6,Maximilian Kleber (GER),6,168300,/basketballworldcup/2019/player/Maximilian-Kleber,1,56,Power Forward,6970,N/A,5,0,6,GER,Maximilian Kleber
67,16,0,13,0,47.0,11,6,12,4,9,6,5,Lo,105,1,Maodo Lo (GER),9,188675,/basketballworldcup/2019/player/Maodo-Lo,32,30,Point Guard,6338,N/A,4,0,1,GER,Maodo Lo
68,2,0,7,0,15.0,11,3,15,5,0,0,5,Akpinar,95,4,Ismet Akpinar (GER),13,182807,/basketballworldcup/2019/player/Ismet-Akpinar,27,21,Point Guard,5756,N/A,1,0,2,GER,Ismet Akpinar
69,3,0,2,0,9.0,1,0,5,3,0,0,4,Obst,20,0,Andreas Obst (GER),3,196287,/basketballworldcup/2019/player/Andreas-Obst,2,9,Shooting Guard,1255,N/A,0,0,2,GER,Andreas Obst
70,47,1,19,3,111.0,49,19,21,10,37,30,5,Schroder,164,4,Dennis Schroder (GER),7,189145,/basketballworldcup/2019/player/Dennis-Schroder,49,98,Point Guard,9845,N/A,7,0,17,GER,Dennis Schroder
71,1,3,21,0,49.0,30,16,9,1,4,3,5,Theis,88,9,Daniel Theis (GER),16,181996,/basketballworldcup/2019/player/Daniel-Theis,6,38,Power Forward,5325,N/A,6,0,6,GER,Daniel Theis
72,2,2,15,0,39.0,15,10,7,1,8,5,5,Barthel,86,5,Danilo Barthel (GER),5,174291,/basketballworldcup/2019/player/Danilo-Barthel,46,28,Power Forward,5194,N/A,3,0,2,GER,Danilo Barthel
73,14,3,19,0,80.0,15,11,18,10,7,5,5,Voigtmann,100,8,Johannes Voigtmann (GER),13,188677,/basketballworldcup/2019/player/Johannes-Voigtmann,27,57,Center,6046,N/A,4,0,11,GER,Johannes Voigtmann
74,5,1,15,0,30.0,19,6,7,3,4,4,5,Zipser,92,4,Paul Zipser (GER),10,180826,/basketballworldcup/2019/player/Paul-Zipser,-6,25,Small Forward,5550,N/A,4,0,7,GER,Paul Zipser
75,21,0,9,0,53.0,12,4,18,9,4,3,8,Albicy,154,1,Andrew Albicy (FRA),17,156501,/basketballworldcup/2019/player/Andrew-Albicy,50,38,Point Guard,9294,N/A,10,0,8,FRA,Andrew Albicy
76,20,1,17,0,71.0,31,16,24,8,9,8,8,Ntilikina,155,4,Frank Ntilikina (FRA),15,211764,/basketballworldcup/2019/player/Frank-Ntilikina,24,64,Point Guard,9352,N/A,8,0,11,FRA,Frank Ntilikina
77,27,0,10,0,122.0,46,29,31,13,39,35,8,De Colo,189,3,Nando De Colo (FRA),18,154677,/basketballworldcup/2019/player/Nando-De-Colo,47,132,Shooting Guard,11360,N/A,7,0,18,FRA,Nando De Colo
78,24,1,28,1,115.0,99,42,39,16,36,26,8,Fournier,225,2,Evan Fournier (FRA),20,160364,/basketballworldcup/2019/player/Evan-Fournier,65,158,Shooting Guard,13515,N/A,7,0,15,FRA,Evan Fournier
79,2,1,7,0,20.0,4,2,7,4,4,2,8,Toupane,61,0,Axel Toupane (FRA),12,188982,/basketballworldcup/2019/player/Axel-Toupane,11,18,Small Forward,3698,N/A,2,0,3,FRA,Axel Toupane
80,17,8,22,0,71.0,15,10,30,8,10,7,7,Batum,209,3,Nicolas Batum (FRA),11,146596,/basketballworldcup/2019/player/Nicolas-Batum,43,51,Small Forward,12554,N/A,5,0,5,FRA,Nicolas Batum
81,1,1,10,0,24.0,4,4,4,2,0,0,5,Labeyrie,47,3,Louis Labeyrie (FRA),6,169481,/basketballworldcup/2019/player/Louis-Labeyrie,-12,14,Power Forward,2826,N/A,0,0,3,FRA,Louis Labeyrie
82,5,2,16,0,54.0,25,14,0,0,12,10,7,Poirier,101,11,Vincent  Poirier (FRA),11,203474,/basketballworldcup/2019/player/Vincent-Poirier,17,38,Center,6105,N/A,1,0,6,FRA,Vincent  Poirier
83,2,3,7,0,24.0,17,8,0,0,13,7,6,Lessort,72,6,Mathias Lessort (FRA),10,203813,/basketballworldcup/2019/player/Mathias-Lessort,13,23,Center,4334,N/A,0,0,2,FRA,Mathias Lessort
84,2,2,10,0,44.0,12,7,18,10,4,2,8,M'Baye,144,5,Amath M'Baye (FRA),15,174157,/basketballworldcup/2019/player/Amath-M-Baye,61,46,Forward,8681,N/A,0,0,6,FRA,Amath M'Baye
85,14,15,55,2,151.0,43,27,0,0,39,27,8,Gobert,209,18,Rudy Gobert (FRA),25,182177,/basketballworldcup/2019/player/Rudy-Gobert,75,81,Center,12575,N/A,5,0,9,FRA,Rudy Gobert
86,5,1,8,0,22.0,26,10,4,1,2,1,5,Aguilar,104,7,Japeth Aguilar (PHI),11,176657,/basketballworldcup/2019/player/Japeth-Aguilar,-103,24,Power Forward,6283,N/A,0,0,3,PHI,Japeth Aguilar
87,1,0,2,0,0.0,4,1,0,0,2,1,5,Almazan,26,1,Raymond Almazan (PHI),5,235795,/basketballworldcup/2019/player/Raymond-Almazan,-25,3,Center,1590,N/A,0,0,3,PHI,Raymond Almazan
88,1,0,2,0,10.0,8,5,5,1,2,2,4,Barroca,45,2,Mark Barroca (PHI),8,192567,/basketballworldcup/2019/player/Mark-Barroca,-37,15,Point Guard,2703,N/A,1,0,4,PHI,Mark Barroca
89,5,0,3,0,30.0,14,8,18,7,6,6,5,Bolick,71,3,Robert Lee Jr. Bolick (PHI),2,248079,/basketballworldcup/2019/player/Robert-Lee-Jr--Bolick,-53,43,Point Guard,4274,N/A,0,0,7,PHI,Robert Lee Jr. Bolick
90,2,0,1,0,10.0,12,7,18,3,4,3,5,Dalistan,64,2,Paul John Dalistan (PHI),7,210595,/basketballworldcup/2019/player/Paul-John-Dalistan,-54,26,Shooting Guard,3860,N/A,2,0,2,PHI,Paul John Dalistan
91,3,2,15,0,48.0,23,11,0,0,16,13,5,Fajardo,85,10,June Mar Fajardo (PHI),8,205438,/basketballworldcup/2019/player/June-Mar-Fajardo,-51,35,Center,5146,N/A,4,0,6,PHI,June Mar Fajardo
92,6,0,6,0,12.0,3,0,10,2,0,0,5,Norwood,88,3,Gabe Norwood (PHI),11,161601,/basketballworldcup/2019/player/Gabe-Norwood,-95,6,Small Forward,5305,N/A,4,0,2,PHI,Gabe Norwood
93,13,0,9,0,57.0,31,20,15,5,12,8,5,Perez,96,7,Jaymar Perez (PHI),9,227712,/basketballworldcup/2019/player/Jaymar-Perez,-43,63,Guard,5797,N/A,4,0,14,PHI,Jaymar Perez
94,4,0,7,0,16.0,12,5,12,3,2,1,5,Pogoy,90,3,Roger Pogoy (PHI),10,224423,/basketballworldcup/2019/player/Roger-Pogoy,-61,20,Shooting Guard,5457,N/A,2,0,3,PHI,Roger Pogoy
95,1,1,15,0,20.0,11,5,10,1,2,1,5,Rosario,98,8,Troy Rosario (PHI),13,216417,/basketballworldcup/2019/player/Troy-Rosario,-39,14,Small Forward,5891,N/A,0,0,3,PHI,Troy Rosario
96,17,3,34,3,80.0,43,21,32,9,16,10,5,Blatche,164,8,Andray Blatche (PHI),18,211474,/basketballworldcup/2019/player/Andray-Blatche,-122,79,Center,9870,N/A,12,0,22,PHI,Andray Blatche
97,8,0,5,0,8.0,12,2,19,4,11,8,5,Ravena,88,2,Kiefer Ravena (PHI),10,216419,/basketballworldcup/2019/player/Kiefer-Ravena,-52,24,Point Guard,5324,N/A,3,0,6,PHI,Kiefer Ravena
98,5,8,31,2,106.0,41,27,1,0,22,16,5,Valanciunas,113,13,Jonas Valanciunas (LTU),13,160232,/basketballworldcup/2019/player/Jonas-Valanciunas,60,70,Center,6787,N/A,5,0,5,LTU,Jonas Valanciunas
99,27,0,9,0,62.0,22,14,19,7,2,1,5,Kalnietis,116,1,Mantas Kalnietis (LTU),7,143767,/basketballworldcup/2019/player/Mantas-Kalnietis,53,50,Guard,7017,N/A,3,0,7,LTU,Mantas Kalnietis
100,6,0,15,0,36.0,9,2,13,5,6,5,5,Maciulis,88,4,Jonas Maciulis (LTU),13,138022,/basketballworldcup/2019/player/Jonas-Maciulis,59,24,Small Forward,5330,N/A,5,0,2,LTU,Jonas Maciulis
101,4,0,4,0,10.0,13,5,4,1,0,0,5,Seibutis,70,1,Renaldas Seibutis (LTU),7,143050,/basketballworldcup/2019/player/Renaldas-Seibutis,34,13,Point Guard,4212,N/A,0,0,1,LTU,Renaldas Seibutis
102,9,0,8,0,67.0,28,21,9,3,15,14,5,Lekavicius,88,0,Lukas Lekavicius (LTU),9,183019,/basketballworldcup/2019/player/Lukas-Lekavicius,42,65,Guard,5298,N/A,5,0,6,LTU,Lukas Lekavicius
103,6,0,8,0,41.0,30,15,12,4,9,9,5,Grigonis,98,1,Marius Grigonis (LTU),11,183013,/basketballworldcup/2019/player/Marius-Grigonis,38,51,Point Guard,5930,N/A,6,0,8,LTU,Marius Grigonis
104,11,0,13,0,50.0,19,12,7,0,14,12,5,Ulanovas,110,5,Edgaras Ulanovas (LTU),8,168950,/basketballworldcup/2019/player/Edgaras-Ulanovas,28,36,Small Forward,6631,N/A,3,0,2,LTU,Edgaras Ulanovas
105,1,1,7,0,26.0,20,11,11,3,7,4,5,Kuzminskas,82,8,Mindaugas Kuzminskas (LTU),8,161021,/basketballworldcup/2019/player/Mindaugas-Kuzminskas,45,35,Small Forward,4951,N/A,3,0,9,LTU,Mindaugas Kuzminskas
106,15,3,12,0,61.0,30,15,1,0,17,12,4,Sabonis,95,13,Domantas Sabonis (LTU),12,181629,/basketballworldcup/2019/player/Domantas-Sabonis,32,42,Center,5716,N/A,1,0,4,LTU,Domantas Sabonis
107,3,1,8,0,19.0,15,4,3,0,15,14,5,Jankunas,45,1,Paulius Jankunas (LTU),3,138859,/basketballworldcup/2019/player/Paulius-Jankunas,-4,22,Power Forward,2742,N/A,1,0,2,LTU,Paulius Jankunas
108,3,0,9,0,23.0,7,6,1,0,3,2,5,Butkevicius,51,3,Arnas Butkevicius (LTU),7,181989,/basketballworldcup/2019/player/Arnas-Butkevicius,29,14,Small Forward,3074,N/A,0,0,3,LTU,Arnas Butkevicius
109,18,5,28,0,73.0,25,12,6,2,15,11,5,Aminu,110,5,Al-Farouq Aminu (NGR),7,194647,/basketballworldcup/2019/player/Al-Farouq-Aminu,37,41,Small Forward,6609,N/A,7,0,10,NGR,Al-Farouq Aminu
110,4,2,22,0,35.0,21,9,15,3,7,5,5,Diogu,86,7,Ike Diogu (NGR),8,154373,/basketballworldcup/2019/player/Ike-Diogu,18,32,Power Forward,5173,N/A,1,0,7,NGR,Ike Diogu
